TotalLoad,OtherLoad,HVACLoad,Ambient,Humidity,DOW,TOD,ClgSP,KitchenClgSP,GuestClgSP,HtgSP,KitchenHtgSP,GuestHtgSP,SupplyAirSP,ChwSP
144112.98088,83318.16390,60794.81698,  24.55000,  87.25000,   7.00000,  23.25000,  25.85095,  27.85095,  25.85095,  21.00000,  19.00000,  21.00000,  13.92548,   9.47643
288623.71459,83353.62235,205270.09224,  24.70000,  86.50000,   7.00000,  23.50000,  22.09681,  24.09681,  22.09681,  21.00000,  19.00000,  21.00000,  12.04840,   3.84521
136529.89578,83293.84372,53236.05206,  24.85000,  85.75000,   7.00000,  23.75000,  23.91064,  25.91064,  23.91064,  21.00000,  19.00000,  21.00000,  12.95532,   6.56596
250960.32173,83464.74613,167495.57560,  25.00000,  85.00000,   7.00000,  24.00000,  22.36148,  24.36148,  22.36148,  21.00000,  19.00000,  21.00000,  12.18074,   4.24222
169693.68440,92493.79979,77199.88461,  24.85000,  85.00000,   1.00000,   0.25000,  30.46701,  30.46701,  24.46701,  16.00000,  16.00000,  21.00000,  13.23350,   7.40051
163583.31248,92555.02519,71028.28729,  24.70000,  85.00000,   1.00000,   0.50000,  28.46219,  28.46219,  22.46219,  16.00000,  16.00000,  21.00000,  12.23110,   4.39329
132210.25483,92686.13576,39524.11907,  24.55000,  85.00000,   1.00000,   0.75000,  30.97993,  30.97993,  24.97993,  16.00000,  16.00000,  21.00000,  13.48996,   8.16989
252958.80355,92688.36459,160270.43896,  24.40000,  85.00000,   1.00000,   1.00000,  28.36380,  28.36380,  22.36380,  16.00000,  16.00000,  21.00000,  12.18190,   4.24570
206787.50533,75099.88888,131687.61645,  24.27500,  84.25000,   1.00000,   1.25000,  28.42176,  28.42176,  22.42176,  16.00000,  16.00000,  21.00000,  12.21088,   4.33264
113603.49643,75043.94121,38559.55522,  24.15000,  83.50000,   1.00000,   1.50000,  30.40593,  30.40593,  24.40593,  16.00000,  16.00000,  21.00000,  13.20297,   7.30890
173264.37841,75189.29303,98075.08538,  24.02500,  82.75000,   1.00000,   1.75000,  29.49992,  29.49992,  23.49992,  16.00000,  16.00000,  21.00000,  12.74996,   5.94988
162297.16439,74998.86974,87298.29465,  23.90000,  82.00000,   1.00000,   2.00000,  29.72961,  29.72961,  23.72961,  16.00000,  16.00000,  21.00000,  12.86481,   6.29442
139448.66055,75033.72127,64414.93928,  23.75000,  82.75000,   1.00000,   2.25000,  28.42195,  28.42195,  22.42195,  16.00000,  16.00000,  21.00000,  12.21098,   4.33293
110353.49085,75173.81162,35179.67924,  23.60000,  83.50000,   1.00000,   2.50000,  31.14334,  31.14334,  25.14334,  16.00000,  16.00000,  21.00000,  13.57167,   8.41501
106450.79094,75185.74129,31265.04964,  23.45000,  84.25000,   1.00000,   2.75000,  31.98456,  31.98456,  25.98456,  16.00000,  16.00000,  21.00000,  13.99228,   9.67685
228698.28667,75186.64016,153511.64651,  23.30000,  85.00000,   1.00000,   3.00000,  28.47767,  28.47767,  22.47767,  16.00000,  16.00000,  21.00000,  12.23884,   4.41651
129311.80817,81753.81496,47557.99321,  23.17500,  85.50000,   1.00000,   3.25000,  31.05951,  31.05951,  25.05951,  16.00000,  16.00000,  21.00000,  13.52976,   8.28927
116324.99972,81695.64453,34629.35518,  23.05000,  86.00000,   1.00000,   3.50000,  31.02054,  31.02054,  25.02054,  16.00000,  16.00000,  21.00000,  13.51027,   8.23081
197580.89817,81828.37977,115752.51840,  22.92500,  86.50000,   1.00000,   3.75000,  29.43633,  29.43633,  23.43633,  16.00000,  16.00000,  21.00000,  12.71817,   5.85450
142398.13128,81637.66820,60760.46308,  22.80000,  87.00000,   1.00000,   4.00000,  30.78190,  30.78190,  24.78190,  16.00000,  16.00000,  21.00000,  13.39095,   7.87285
154082.03724,93860.40543,60221.63181,  22.65000,  87.75000,   1.00000,   4.25000,  28.69752,  28.69752,  22.69752,  16.00000,  16.00000,  21.00000,  12.34876,   4.74628
248876.64151,93998.00389,154878.63762,  22.50000,  88.50000,   1.00000,   4.50000,  28.46525,  28.46525,  22.46525,  16.00000,  16.00000,  21.00000,  12.23262,   4.39787
209391.44731,77058.72999,132332.71732,  22.35000,  89.25000,   1.00000,   4.75000,  28.21851,  28.21851,  22.21851,  16.00000,  16.00000,  21.00000,  12.10925,   4.02776
113061.71955,77086.43947,35975.28009,  22.20000,  90.00000,   1.00000,   5.00000,  30.43682,  30.43682,  24.43682,  16.00000,  16.00000,  21.00000,  13.21841,   7.35523
271304.75997,148602.19488,122702.56509,  22.35000,  88.50000,   1.00000,   5.25000,  28.79472,  28.79472,  22.79472,  16.00000,  16.00000,  21.00000,  12.39736,   4.89208
188563.31609,148553.22867,40010.08743,  22.50000,  87.00000,   1.00000,   5.50000,  31.37155,  31.37155,  25.37155,  16.00000,  16.00000,  21.00000,  13.68577,   8.75732
197351.07621,148585.31782,48765.75839,  22.65000,  85.50000,   1.00000,   5.75000,  29.49934,  29.49934,  23.49934,  16.00000,  16.00000,  21.00000,  12.74967,   5.94901
275831.36485,148618.77053,127212.59432,  22.80000,  84.00000,   1.00000,   6.00000,  29.20406,  29.20406,  23.20406,  16.00000,  16.00000,  21.00000,  12.60203,   5.50609
243092.43786,201490.21072,41602.22715,  23.07500,  82.75000,   1.00000,   6.25000,  31.65652,  31.65652,  25.65652,  16.00000,  16.00000,  21.00000,  13.82826,   9.18479
319189.91845,201482.46105,117707.45740,  23.35000,  81.50000,   1.00000,   6.50000,  29.87528,  29.87528,  23.87528,  16.00000,  16.00000,  21.00000,  12.93764,   6.51292
369016.05616,201486.52646,167529.52971,  23.62500,  80.25000,   1.00000,   6.75000,  28.44573,  28.44573,  22.44573,  16.00000,  16.00000,  21.00000,  12.22287,   4.36860
268633.07820,201489.84044,67143.23776,  23.90000,  79.00000,   1.00000,   7.00000,  30.94534,  30.94534,  24.94534,  16.00000,  16.00000,  21.00000,  13.47267,   8.11800
307606.70951,233195.57396,74411.13555,  24.32500,  77.75000,   1.00000,   7.25000,  31.06086,  31.06086,  25.06086,  16.00000,  16.00000,  21.00000,  13.53043,   8.29129
422915.57122,233202.93397,189712.63726,  24.75000,  76.50000,   1.00000,   7.50000,  22.64137,  24.64137,  22.64137,  21.00000,  19.00000,  21.00000,  12.32069,   4.66206
354235.05464,233205.65408,121029.40056,  25.17500,  75.25000,   1.00000,   7.75000,  24.01784,  26.01784,  24.01784,  21.00000,  19.00000,  21.00000,  13.00892,   6.72676
311471.90203,233215.95080,78255.95123,  25.60000,  74.00000,   1.00000,   8.00000,  25.39053,  27.39053,  25.39053,  21.00000,  19.00000,  21.00000,  13.69527,   8.78580
283668.65643,177290.19124,106378.46519,  25.87500,  72.75000,   1.00000,   8.25000,  25.07693,  27.07693,  25.07693,  21.00000,  19.00000,  21.00000,  13.53846,   8.31539
359819.74213,177292.67062,182527.07151,  26.15000,  71.50000,   1.00000,   8.50000,  23.36818,  25.36818,  23.36818,  21.00000,  19.00000,  21.00000,  12.68409,   5.75228
328577.38127,177295.26297,151282.11831,  26.42500,  70.25000,   1.00000,   8.75000,  23.74821,  25.74821,  23.74821,  21.00000,  19.00000,  21.00000,  12.87410,   6.32231
288836.67575,177300.93377,111535.74198,  26.70000,  69.00000,   1.00000,   9.00000,  24.83269,  26.83269,  24.83269,  21.00000,  19.00000,  21.00000,  13.41634,   7.94903
300021.39140,132397.36140,167624.03000,  26.97500,  67.00000,   1.00000,   9.25000,  23.51078,  25.51078,  23.51078,  21.00000,  19.00000,  21.00000,  12.75539,   5.96617
307737.32665,132383.47620,175353.85045,  27.25000,  65.00000,   1.00000,   9.50000,  23.13638,  25.13638,  23.13638,  21.00000,  19.00000,  21.00000,  12.56819,   5.40457
236253.55619,132358.52965,103895.02653,  27.52500,  63.00000,   1.00000,   9.75000,  24.87708,  26.87708,  24.87708,  21.00000,  19.00000,  21.00000,  13.43854,   8.01561
260447.45317,132397.53594,128049.91722,  27.80000,  61.00000,   1.00000,  10.00000,  24.35091,  26.35091,  24.35091,  21.00000,  19.00000,  21.00000,  13.17545,   7.22636
251938.60182,129054.72312,122883.87870,  28.07500,  58.50000,   1.00000,  10.25000,  24.55118,  26.55118,  24.55118,  21.00000,  19.00000,  21.00000,  13.27559,   7.52677
323349.39599,127724.56671,195624.82928,  28.35000,  56.00000,   1.00000,  10.50000,  22.87443,  24.87443,  22.87443,  21.00000,  19.00000,  21.00000,  12.43722,   5.01165
209683.19951,129330.32663,80352.87288,  28.62500,  53.50000,   1.00000,  10.75000,  25.45805,  27.45805,  25.45805,  21.00000,  19.00000,  21.00000,  13.72903,   8.88708
342882.59021,128628.37437,214254.21584,  28.90000,  51.00000,   1.00000,  11.00000,  22.39172,  24.39172,  22.39172,  21.00000,  19.00000,  21.00000,  12.19586,   4.28758
223693.12151,127926.23818,95766.88333,  28.90000,  50.25000,   1.00000,  11.25000,  24.84146,  26.84146,  24.84146,  21.00000,  19.00000,  21.00000,  13.42073,   7.96218
257321.56958,127978.21266,129343.35692,  28.90000,  49.50000,   1.00000,  11.50000,  24.00177,  26.00177,  24.00177,  21.00000,  19.00000,  21.00000,  13.00088,   6.70265
304928.27154,127960.65688,176967.61465,  28.90000,  48.75000,   1.00000,  11.75000,  22.86564,  24.86564,  22.86564,  21.00000,  19.00000,  21.00000,  12.43282,   4.99846
274982.01673,127935.20018,147046.81655,  28.90000,  48.00000,   1.00000,  12.00000,  23.29175,  25.29175,  23.29175,  21.00000,  19.00000,  21.00000,  12.64588,   5.63763
181192.93652,109005.13650,72187.80002,  28.90000,  46.75000,   1.00000,  12.25000,  25.40075,  27.40075,  25.40075,  21.00000,  19.00000,  21.00000,  13.70038,   8.80113
264500.27361,109035.22455,155465.04906,  28.90000,  45.50000,   1.00000,  12.50000,  23.21352,  25.21352,  23.21352,  21.00000,  19.00000,  21.00000,  12.60676,   5.52028
176546.44117,108992.77462,67553.66655,  28.90000,  44.25000,   1.00000,  12.75000,  25.48395,  27.48395,  25.48395,  21.00000,  19.00000,  21.00000,  13.74197,   8.92592
311990.78687,109032.85558,202957.93128,  28.90000,  43.00000,   1.00000,  13.00000,  22.21621,  24.21621,  22.21621,  21.00000,  19.00000,  21.00000,  12.10811,   4.02432
279623.04693,108985.97520,170637.07172,  29.02500,  42.00000,   1.00000,  13.25000,  22.45435,  24.45435,  22.45435,  21.00000,  19.00000,  21.00000,  12.22718,   4.38153
215712.59298,108990.96222,106721.63076,  29.15000,  41.00000,   1.00000,  13.50000,  23.93998,  25.93998,  23.93998,  21.00000,  19.00000,  21.00000,  12.96999,   6.60997
240105.94410,109019.35699,131086.58711,  29.27500,  40.00000,   1.00000,  13.75000,  23.28237,  25.28237,  23.28237,  21.00000,  19.00000,  21.00000,  12.64118,   5.62355
290234.43684,109008.89423,181225.54260,  29.40000,  39.00000,   1.00000,  14.00000,  22.09283,  24.09283,  22.09283,  21.00000,  19.00000,  21.00000,  12.04641,   3.83924
167599.88883,108972.27243,58627.61641,  29.40000,  39.00000,   1.00000,  14.25000,  25.49816,  27.49816,  25.49816,  21.00000,  19.00000,  21.00000,  13.74908,   8.94724
254529.86218,109027.69285,145502.16933,  29.40000,  39.00000,   1.00000,  14.50000,  22.99103,  24.99103,  22.99103,  21.00000,  19.00000,  21.00000,  12.49551,   5.18654
263340.84169,108994.56966,154346.27203,  29.40000,  39.00000,   1.00000,  14.75000,  22.69179,  24.69179,  22.69179,  21.00000,  19.00000,  21.00000,  12.34590,   4.73769
252109.85266,108984.94106,143124.91160,  29.40000,  39.00000,   1.00000,  15.00000,  22.87428,  24.87428,  22.87428,  21.00000,  19.00000,  21.00000,  12.43714,   5.01142
201416.64720,138266.79752,63149.84967,  29.27500,  40.00000,   1.00000,  15.25000,  25.23647,  27.23647,  25.23647,  21.00000,  19.00000,  21.00000,  13.61823,   8.55470
242745.29118,138324.24937,104421.04181,  29.15000,  41.00000,   1.00000,  15.50000,  24.28543,  26.28543,  24.28543,  21.00000,  19.00000,  21.00000,  13.14272,   7.12815
187147.66665,138304.59866,48843.06799,  29.02500,  42.00000,   1.00000,  15.75000,  25.94217,  27.94217,  25.94217,  21.00000,  19.00000,  21.00000,  13.97109,   9.61326
245859.05764,138340.43322,107518.62441,  28.90000,  43.00000,   1.00000,  16.00000,  24.69886,  26.69886,  24.69886,  21.00000,  19.00000,  21.00000,  13.34943,   7.74829
243902.71070,165950.82574,77951.88496,  28.47500,  45.00000,   1.00000,  16.25000,  25.46119,  27.46119,  25.46119,  21.00000,  19.00000,  21.00000,  13.73060,   8.89179
298386.89160,165963.03974,132423.85187,  28.05000,  47.00000,   1.00000,  16.50000,  24.19793,  26.19793,  24.19793,  21.00000,  19.00000,  21.00000,  13.09897,   6.99690
310050.17714,165932.74036,144117.43678,  27.62500,  49.00000,   1.00000,  16.75000,  23.71090,  25.71090,  23.71090,  21.00000,  19.00000,  21.00000,  12.85545,   6.26635
334153.74095,165914.99564,168238.74531,  27.20000,  51.00000,   1.00000,  17.00000,  22.83191,  24.83191,  22.83191,  21.00000,  19.00000,  21.00000,  12.41595,   4.94786
329511.79797,227546.62485,101965.17312,  27.07500,  50.50000,   1.00000,  17.25000,  24.32105,  26.32105,  24.32105,  21.00000,  19.00000,  21.00000,  13.16053,   7.18158
345471.71200,227577.31628,117894.39572,  26.95000,  50.00000,   1.00000,  17.50000,  23.86985,  25.86985,  23.86985,  21.00000,  19.00000,  21.00000,  12.93493,   6.50478
406688.85386,227566.50878,179122.34509,  26.82500,  49.50000,   1.00000,  17.75000,  22.29718,  24.29718,  22.29718,  21.00000,  19.00000,  21.00000,  12.14859,   4.14577
385351.34086,227524.95269,157826.38818,  26.70000,  49.00000,   1.00000,  18.00000,  22.40367,  24.40367,  22.40367,  21.00000,  19.00000,  21.00000,  12.20184,   4.30551
332958.33105,231529.78148,101428.54956,  26.27500,  50.25000,   1.00000,  18.25000,  23.82067,  25.82067,  23.82067,  21.00000,  19.00000,  21.00000,  12.91033,   6.43100
383215.20154,231551.12297,151664.07857,  25.85000,  51.50000,   1.00000,  18.50000,  22.39550,  24.39550,  22.39550,  21.00000,  19.00000,  21.00000,  12.19775,   4.29326
278527.49411,231510.85616,47016.63795,  25.42500,  52.75000,   1.00000,  18.75000,  25.79269,  27.79269,  25.79269,  21.00000,  19.00000,  21.00000,  13.89635,   9.38904
373321.58046,231567.15302,141754.42744,  25.00000,  54.00000,   1.00000,  19.00000,  22.76559,  24.76559,  22.76559,  21.00000,  19.00000,  21.00000,  12.38279,   4.84838
326308.27456,252004.05320,74304.22136,  24.72500,  55.50000,   1.00000,  19.25000,  24.66038,  26.66038,  24.66038,  21.00000,  19.00000,  21.00000,  13.33019,   7.69057
334971.02594,268791.11632,66179.90962,  24.45000,  57.00000,   1.00000,  19.50000,  25.08527,  27.08527,  25.08527,  21.00000,  19.00000,  21.00000,  13.54263,   8.32790
423255.82774,268791.68460,154464.14315,  24.17500,  58.50000,   1.00000,  19.75000,  22.71039,  24.71039,  22.71039,  21.00000,  19.00000,  21.00000,  12.35520,   4.76559
348026.50227,268732.55120,79293.95107,  23.90000,  60.00000,   1.00000,  20.00000,  24.60706,  26.60706,  24.60706,  21.00000,  19.00000,  21.00000,  13.30353,   7.61059
303267.18421,240533.68291,62733.50131,  23.47500,  63.25000,   1.00000,  20.25000,  25.33812,  27.33812,  25.33812,  21.00000,  19.00000,  21.00000,  13.66906,   8.70718
291629.81109,240534.53564,51095.27545,  23.05000,  66.50000,   1.00000,  20.50000,  25.88747,  27.88747,  25.88747,  21.00000,  19.00000,  21.00000,  13.94373,   9.53120
431722.59687,240531.09057,191191.50630,  22.62500,  69.75000,   1.00000,  20.75000,  22.17852,  24.17852,  22.17852,  21.00000,  19.00000,  21.00000,  12.08926,   3.96778
364327.87536,240452.31517,123875.56019,  22.20000,  73.00000,   1.00000,  21.00000,  23.27884,  25.27884,  23.27884,  21.00000,  19.00000,  21.00000,  12.63942,   5.61826
328598.33860,187091.98152,141506.35709,  21.80000,  75.00000,   1.00000,  21.25000,  22.55775,  24.55775,  22.55775,  21.00000,  19.00000,  21.00000,  12.27888,   4.53663
333475.00149,187067.03626,146407.96523,  21.40000,  77.00000,   1.00000,  21.50000,  22.24363,  24.24363,  22.24363,  21.00000,  19.00000,  21.00000,  12.12181,   4.06544
290599.14490,187053.14043,103546.00447,  21.00000,  79.00000,   1.00000,  21.75000,  23.27922,  25.27922,  23.27922,  21.00000,  19.00000,  21.00000,  12.63961,   5.61884
318211.75335,187070.85887,131140.89448,  20.60000,  81.00000,   1.00000,  22.00000,  22.33031,  24.33031,  22.33031,  21.00000,  19.00000,  21.00000,  12.16515,   4.19546
178302.07162,123453.62051,54848.45112,  20.45000,  81.75000,   1.00000,  22.25000,  24.97323,  26.97323,  24.97323,  21.00000,  19.00000,  21.00000,  13.48662,   8.15985
246249.61790,122153.33427,124096.28363,  20.30000,  82.50000,   1.00000,  22.50000,  22.45753,  24.45753,  22.45753,  21.00000,  19.00000,  21.00000,  12.22876,   4.38629
247852.75749,123446.68362,124406.07387,  20.15000,  83.25000,   1.00000,  22.75000,  22.31983,  24.31983,  22.31983,  21.00000,  19.00000,  21.00000,  12.15991,   4.17974
176776.14575,122462.03263,54314.11313,  20.00000,  84.00000,   1.00000,  23.00000,  24.79975,  26.79975,  24.79975,  21.00000,  19.00000,  21.00000,  13.39987,   7.89962
131638.00768,92479.06602,39158.94166,  20.00000,  84.00000,   1.00000,  23.25000,  25.70644,  27.70644,  25.70644,  21.00000,  19.00000,  21.00000,  13.85322,   9.25965
205271.16057,92501.43293,112769.72764,  20.00000,  84.00000,   1.00000,  23.50000,  22.93041,  24.93041,  22.93041,  21.00000,  19.00000,  21.00000,  12.46520,   5.09561
124286.49841,92468.43328,31818.06513,  20.00000,  84.00000,   1.00000,  23.75000,  25.66019,  27.66019,  25.66019,  21.00000,  19.00000,  21.00000,  13.83010,   9.19029
202712.94866,92617.92067,110095.02799,  20.00000,  84.00000,   1.00000,  24.00000,  23.08494,  25.08494,  23.08494,  21.00000,  19.00000,  21.00000,  12.54247,   5.32742
145069.20179,73627.45416,71441.74763,  19.85000,  85.50000,   2.00000,   0.25000,  30.20844,  30.20844,  24.20844,  16.00000,  16.00000,  21.00000,  13.10422,   7.01266
115449.05175,73672.10448,41776.94727,  19.70000,  87.00000,   2.00000,   0.50000,  29.39501,  29.39501,  23.39501,  16.00000,  16.00000,  21.00000,  12.69750,   5.79251
106377.47610,73808.21397,32569.26213,  19.55000,  88.50000,   2.00000,   0.75000,  31.32199,  31.32199,  25.32199,  16.00000,  16.00000,  21.00000,  13.66100,   8.68299
145642.45376,73816.85421,71825.59955,  19.40000,  90.00000,   2.00000,   1.00000,  29.87420,  29.87420,  23.87420,  16.00000,  16.00000,  21.00000,  12.93710,   6.51130
164792.98235,65774.63847,99018.34388,  19.27500,  90.75000,   2.00000,   1.25000,  29.46480,  29.46480,  23.46480,  16.00000,  16.00000,  21.00000,  12.73240,   5.89719
97063.19729,65734.33367,31328.86362,  19.15000,  91.50000,   2.00000,   1.50000,  31.94362,  31.94362,  25.94362,  16.00000,  16.00000,  21.00000,  13.97181,   9.61542
103491.28816,65862.39572,37628.89244,  19.02500,  92.25000,   2.00000,   1.75000,  30.11851,  30.11851,  24.11851,  16.00000,  16.00000,  21.00000,  13.05926,   6.87777
190872.74840,65890.51878,124982.22962,  18.90000,  93.00000,   2.00000,   2.00000,  28.45470,  28.45470,  22.45470,  16.00000,  16.00000,  21.00000,  12.22735,   4.38204
108474.95355,65707.54954,42767.40400,  18.75000,  94.00000,   2.00000,   2.25000,  31.54389,  31.54389,  25.54389,  16.00000,  16.00000,  21.00000,  13.77194,   9.01583
101512.69032,65733.35512,35779.33520,  18.60000,  95.00000,   2.00000,   2.50000,  30.22984,  30.22984,  24.22984,  16.00000,  16.00000,  21.00000,  13.11492,   7.04475
163784.97394,65860.84631,97924.12763,  18.45000,  96.00000,   2.00000,   2.75000,  29.36181,  29.36181,  23.36181,  16.00000,  16.00000,  21.00000,  12.68090,   5.74271
121663.35962,65673.36056,55989.99906,  18.30000,  97.00000,   2.00000,   3.00000,  30.82091,  30.82091,  24.82091,  16.00000,  16.00000,  21.00000,  13.41045,   7.93136
122115.36937,72327.48793,49787.88144,  18.17500,  97.00000,   2.00000,   3.25000,  28.19853,  28.19853,  22.19853,  16.00000,  16.00000,  21.00000,  12.09926,   3.99779
172438.02781,72453.64557,99984.38224,  18.05000,  97.00000,   2.00000,   3.50000,  29.22286,  29.22286,  23.22286,  16.00000,  16.00000,  21.00000,  12.61143,   5.53428
121951.43290,72278.89134,49672.54156,  17.92500,  97.00000,   2.00000,   3.75000,  31.17277,  31.17277,  25.17277,  16.00000,  16.00000,  21.00000,  13.58639,   8.45916
109885.90582,72314.38396,37571.52186,  17.80000,  97.00000,   2.00000,   4.00000,  29.78095,  29.78095,  23.78095,  16.00000,  16.00000,  21.00000,  12.89048,   6.37143
218546.32789,99921.75133,118624.57656,  17.92500,  96.00000,   2.00000,   4.25000,  28.48289,  28.48289,  22.48289,  16.00000,  16.00000,  21.00000,  12.24144,   4.42433
177112.85961,99749.67540,77363.18421,  18.05000,  95.00000,   2.00000,   4.50000,  29.76857,  29.76857,  23.76857,  16.00000,  16.00000,  21.00000,  12.88428,   6.35285
124911.95280,83041.48200,41870.47080,  18.17500,  94.00000,   2.00000,   4.75000,  28.99066,  28.99066,  22.99066,  16.00000,  16.00000,  21.00000,  12.49533,   5.18600
198604.34856,83184.23024,115420.11833,  18.30000,  93.00000,   2.00000,   5.00000,  28.42040,  28.42040,  22.42040,  16.00000,  16.00000,  21.00000,  12.21020,   4.33060
285981.68838,180536.86739,105444.82100,  18.57500,  92.25000,   2.00000,   5.25000,  28.63262,  28.63262,  22.63262,  16.00000,  16.00000,  21.00000,  12.31631,   4.64893
212689.89027,180626.52360,32063.36667,  18.85000,  91.50000,   2.00000,   5.50000,  31.47657,  31.47657,  25.47657,  16.00000,  16.00000,  21.00000,  13.73829,   8.91486
229466.09334,180699.90015,48766.19319,  19.12500,  90.75000,   2.00000,   5.75000,  31.24338,  31.24338,  25.24338,  16.00000,  16.00000,  21.00000,  13.62169,   8.56508
229155.43213,180700.26432,48455.16781,  19.40000,  90.00000,   2.00000,   6.00000,  31.38544,  31.38544,  25.38544,  16.00000,  16.00000,  21.00000,  13.69272,   8.77816
280802.03383,237548.21414,43253.81969,  19.97500,  87.75000,   2.00000,   6.25000,  31.88439,  31.88439,  25.88439,  16.00000,  16.00000,  21.00000,  13.94220,   9.52659
287884.91385,237546.14796,50338.76588,  20.55000,  85.50000,   2.00000,   6.50000,  31.96366,  31.96366,  25.96366,  16.00000,  16.00000,  21.00000,  13.98183,   9.64549
378386.25468,237555.84007,140830.41461,  21.12500,  83.25000,   2.00000,   6.75000,  29.61419,  29.61419,  23.61419,  16.00000,  16.00000,  21.00000,  12.80710,   6.12129
370569.03911,237563.64460,133005.39451,  21.70000,  81.00000,   2.00000,   7.00000,  29.56380,  29.56380,  23.56380,  16.00000,  16.00000,  21.00000,  12.78190,   6.04570
358536.40641,195287.40089,163249.00553,  22.10000,  79.75000,   2.00000,   7.25000,  28.32431,  28.32431,  22.32431,  16.00000,  16.00000,  21.00000,  12.16215,   4.18646
320270.33662,195292.62715,124977.70946,  22.50000,  78.50000,   2.00000,   7.50000,  23.06570,  25.06570,  23.06570,  21.00000,  19.00000,  21.00000,  12.53285,   5.29855
263779.33847,195299.21087,68480.12760,  22.90000,  77.25000,   2.00000,   7.75000,  24.79541,  26.79541,  24.79541,  21.00000,  19.00000,  21.00000,  13.39771,   7.89312
300529.67878,195308.22109,105221.45769,  23.30000,  76.00000,   2.00000,   8.00000,  24.01770,  26.01770,  24.01770,  21.00000,  19.00000,  21.00000,  13.00885,   6.72655
238662.60644,167231.56600,71431.04044,  23.57500,  74.75000,   2.00000,   8.25000,  24.96735,  26.96735,  24.96735,  21.00000,  19.00000,  21.00000,  13.48367,   8.15102
317453.20224,167234.77062,150218.43162,  23.85000,  73.50000,   2.00000,   8.50000,  23.06858,  25.06858,  23.06858,  21.00000,  19.00000,  21.00000,  12.53429,   5.30287
227739.01877,167192.75658,60546.26220,  24.12500,  72.25000,   2.00000,   8.75000,  25.53296,  27.53296,  25.53296,  21.00000,  19.00000,  21.00000,  13.76648,   8.99944
324724.26185,167229.02631,157495.23554,  24.40000,  71.00000,   2.00000,   9.00000,  23.01583,  25.01583,  23.01583,  21.00000,  19.00000,  21.00000,  12.50792,   5.22375
272728.48076,118523.54398,154204.93679,  24.82500,  68.75000,   2.00000,   9.25000,  22.76084,  24.76084,  22.76084,  21.00000,  19.00000,  21.00000,  12.38042,   4.84127
256444.31864,118529.33219,137914.98645,  25.25000,  66.50000,   2.00000,   9.50000,  23.01907,  25.01907,  23.01907,  21.00000,  19.00000,  21.00000,  12.50953,   5.22860
200818.56153,118540.79493,82277.76660,  25.67500,  64.25000,   2.00000,   9.75000,  24.65143,  26.65143,  24.65143,  21.00000,  19.00000,  21.00000,  13.32571,   7.67714
240071.66283,118581.07105,121490.59178,  26.10000,  62.00000,   2.00000,  10.00000,  23.66270,  25.66270,  23.66270,  21.00000,  19.00000,  21.00000,  12.83135,   6.19405
227781.51426,119667.64104,108113.87322,  26.10000,  62.00000,   2.00000,  10.25000,  24.12419,  26.12419,  24.12419,  21.00000,  19.00000,  21.00000,  13.06210,   6.88629
177860.84013,118343.01433,59517.82581,  26.10000,  62.00000,   2.00000,  10.50000,  25.65094,  27.65094,  25.65094,  21.00000,  19.00000,  21.00000,  13.82547,   9.17641
297676.23703,119922.98811,177753.24892,  26.10000,  62.00000,   2.00000,  10.75000,  22.68513,  24.68513,  22.68513,  21.00000,  19.00000,  21.00000,  12.34257,   4.72770
257342.83114,119115.12402,138227.70712,  26.10000,  62.00000,   2.00000,  11.00000,  23.25622,  25.25622,  23.25622,  21.00000,  19.00000,  21.00000,  12.62811,   5.58433
200739.93368,118538.15818,82201.77551,  26.52500,  60.75000,   2.00000,  11.25000,  24.93070,  26.93070,  24.93070,  21.00000,  19.00000,  21.00000,  13.46535,   8.09605
314864.50800,118577.79978,196286.70822,  26.95000,  59.50000,   2.00000,  11.50000,  22.12207,  24.12207,  22.12207,  21.00000,  19.00000,  21.00000,  12.06103,   3.88310
188347.81658,118524.75657,69823.06001,  27.37500,  58.25000,   2.00000,  11.75000,  25.26490,  27.26490,  25.26490,  21.00000,  19.00000,  21.00000,  13.63245,   8.59735
213408.04489,118603.88774,94804.15715,  27.80000,  57.00000,   2.00000,  12.00000,  24.80024,  26.80024,  24.80024,  21.00000,  19.00000,  21.00000,  13.40012,   7.90035
226910.68248,108881.61822,118029.06426,  27.80000,  57.00000,   2.00000,  12.25000,  24.35526,  26.35526,  24.35526,  21.00000,  19.00000,  21.00000,  13.17763,   7.23289
205438.83821,108861.25748,96577.58072,  27.80000,  57.00000,   2.00000,  12.50000,  25.05404,  27.05404,  25.05404,  21.00000,  19.00000,  21.00000,  13.52702,   8.28106
206457.73107,108871.32564,97586.40543,  27.80000,  57.00000,   2.00000,  12.75000,  25.21978,  27.21978,  25.21978,  21.00000,  19.00000,  21.00000,  13.60989,   8.52967
291542.60111,108871.02608,182671.57503,  27.80000,  57.00000,   2.00000,  13.00000,  23.17848,  25.17848,  23.17848,  21.00000,  19.00000,  21.00000,  12.58924,   5.46772
195983.84767,108848.17217,87135.67551,  27.80000,  56.50000,   2.00000,  13.25000,  25.27781,  27.27781,  25.27781,  21.00000,  19.00000,  21.00000,  13.63890,   8.61671
249644.29623,108884.13042,140760.16581,  27.80000,  56.00000,   2.00000,  13.50000,  23.91067,  25.91067,  23.91067,  21.00000,  19.00000,  21.00000,  12.95533,   6.56600
